Vote_Data_Donald_Trump_Percent_of_Votes,Vote_Data_Ted_Cruz_Percent_of_Votes,Vote_Data_John_Kasich_Percent_of_Votes,Vote_Data_Marco_Rubio_Percent_of_Votes,Vote_Data_Ben_Carson_Percent_of_Votes
28.1,51,2.6,10.1,4.4
45.2,21.5,4.6,18.9,7.7
83.7,7.3,4.2,0,0
64.8,21.7,4.7,0,0
38.6,46.4,7.4,4.8,0
29.7,17.4,24.7,20.1,2.3
84.5,4.8,10.7,0,0
74.1,7.6,13.1,0,0
30.5,36.1,0.2,18.4,8
69.2,9.9,10.9,0,0
52.1,17.4,2.9,15.8,9.9
41.3,32.9,1.2,19.3,3.3
61.9,10.7,26,0,0
53.9,9.5,8.7,24.5,0
40.9,26.3,4.8,18.3,8.7
31.4,36,0.7,17.9,4.6
42.9,34.6,11.4,8.4,0
48.9,37.1,11.3,0,0
59.3,21.6,7.7,10.2,0
40.4,23.2,25.1,6.5,0
43.2,43,8,3.7,0
50,34.1,6.7,5.8,0
51.6,17.3,31,0,0
50.9,18.2,24,4.2,0
69.4,16.9,11.8,0,0
47.7,21,3.7,15.6,7.2
46.3,37.4,12.7,0,0
80.5,7.6,4.1,0,0
51.8,14.7,14.3,13.8,3.5
43.3,12,20.4,15.8,4.3
32.8,44.1,1.8,9.4,4.4
35.1,33.5,17.7,7.6,0
70.8,8.4,16.8,0,0
32.1,10.7,14.3,28.6,10.7
0,0,0,0,0
39.4,17.6,7.3,20.9,12.7
41.6,26.8,4.2,17.8,6.2
48.9,23.5,2.4,13.7,10.2
20.7,23.3,1.8,21.7,14.9
43.7,35.1,10.7,7.3,0
53.5,35.3,7.7,0,0
39.1,35.7,12.3,11.7,0
48.1,14.1,21.2,16,0
39.1,22,35.2,0,0
49.5,37.3,6.9,3.9,0
49.1,36.5,7.2,3.9,0
51.8,32.5,7.7,4.6,0
55.8,20.9,23.2,0,0
40,11.8,45.1,1.9,0
48.3,20.1,29.3,0,0
37.7,24.5,5.5,20.9,7.7
26.6,48.3,3.9,14.8,3.7
32.3,16.8,8.9,32,8.5
38.8,9.7,24.3,19.4,2.9
51,19.7,15.9,7.6,0
59.2,20.9,17.3,0,0
21.5,6.1,45.5,19.3,3.7
0,0,0,0,0
61,15.4,21.6,0,0
61.3,22.5,16.3,0,0
40.7,32.9,17.2,6.5,0
46.9,27.5,3.6,10.7,10.2
23.6,51,1.6,10.6,5.6
61.2,25.4,2.5,0,0
47.8,35.1,4.1,8.1,0
23,9.1,41.8,19.4,1.2
44.6,19.7,4.5,18.3,11.4
39.9,27.7,4.4,21,5.7
38,32.5,16.7,8.4,0
58.5,33.7,5.4,0,0
42.7,40.9,10.4,6.1,0
51.8,35.3,6.3,4.3,0
41.4,14.5,37.2,3.3,0
48.2,27.1,2.5,13.4,6.9
15.2,73.1,11.7,0,0
78.4,8.8,5.6,0,0
70.4,14.2,8,0,0
60.4,11.1,26.6,0,0
75.5,6.2,18.3,0,0
33,45.1,1.7,11.8,6.5
27.5,4.3,37.4,20.9,6.6
33.8,23.7,39.2,1.6,0
67.1,20.7,12.3,0,0
30.1,52.5,2,9.2,1.8
33.3,48.9,9.8,5.2,0
46.9,10.7,16.9,15.8,6.2
37.4,34.7,11.9,14.5,0
59,16.2,24.8,0,0
57.2,19.1,2.2,12.5,7.6
35,34.5,1.3,20.4,7.5
29.8,23.9,1.9,26.3,4.6
34.4,27,7.2,22.1,7.6
30.6,34.5,19.7,10,0
40.3,12.1,43.5,2.4,0
29.4,31,2.9,28.7,6.8
78.2,9.3,3.3,0,0
23.1,52.3,3.2,13,4.8
58.6,6.3,19,10.7,3.3
69.2,12.9,8.9,0,0
49.4,10.2,15.2,18,2.8
73,7,15,0,0
59.1,8.9,31.4,0,0
41,42.8,7.1,6.3,0
51.2,18.9,5.8,21.8,0
68.4,9.5,22.1,0,0
38.5,37.8,5.1,12.1,0
37.1,8.2,26,23.8,2.2
67.1,12.9,17.7,0,0
41.4,40.5,5.1,0,0
30.2,42.3,2.6,12.7,4.5
30.4,6.5,32.7,26.8,1.6
34.7,34.9,10.9,17.4,0
41.1,23.1,5.6,22.8,6.5
56.7,21,9.5,0,0
49.8,33.2,8.4,4.5,0
33.8,35.9,1.6,18.7,6.6
80.5,5.8,9.4,0,0
58.4,11.2,9.1,14.1,4
50.9,16.4,11.9,12.6,5
60.6,15.1,21.2,0,0
41,9.2,47.8,0,0
51,18.3,27.4,0,0
65.5,11.1,21.7,0,0
44.4,25.1,18.1,9.5,0
58.1,14.4,25.4,0,0
49,15.7,32.3,0,0
35.3,13.3,24.5,20.1,2.4
39.8,19.9,5.7,26.2,7.8
55.7,12.1,28.5,0,0
55,34.7,4.8,3.6,0
32.2,6.6,19.8,18.2,3.3
62.7,12.5,21.9,0,0
43.2,12.6,16.2,17.1,9
54.9,11,31.9,0,0
30.6,40.9,16.3,7.1,0
34.4,21.3,5.7,19.5,8.8
52.8,9.8,11.4,20.5,2.6
38.4,10.6,21.7,14.6,5.1
43.5,6.8,24.1,20.3,2.2
45.3,6.3,26.6,11.7,4.7
63.9,10,24.4,0,0
36.9,13.5,7.3,33.5,7.4
35,5.7,37.9,15.7,4.3
53,10.6,34.8,0,0
34.6,8.9,27.9,19.8,6.7
38.5,21.3,3,28.3,5.2
44,27.3,2.8,19,5.8
64,25.6,7.3,0,0
35.2,7.1,28.6,25.6,1.1
35.1,52.6,6.4,4.1,0
46.3,39.2,6.6,4.9,0
38.7,48.3,1.1,6,3.8
56.7,12.7,28.4,0,0
35.9,40.1,8.2,11.7,0
67.5,13.6,19,0,0
40.7,30.3,14.5,13.1,0
83.8,6.6,4.7,0,0
49.3,41.3,6.4,0,0
46.9,13.8,33.5,2.6,0
31.5,31.7,3.2,24.8,6.6
37.1,37,13.5,8.2,0
27,44.4,3.2,13.5,5.4
55.7,13.7,27.5,0,0
41.1,8.8,24.2,21,2.2
36.5,11.8,8.9,34.2,6.3
48.2,13.3,13.5,18.6,3.3
46.6,8.7,20.2,20.6,1.7
48.1,11.5,16.2,18.6,2.9
69.3,11.8,16.6,0,0
52.4,14.1,10.2,14.4,5.6
58.3,14.7,24.6,0,0
64.5,11.7,22.4,0,0
33.3,8.2,32.7,18.2,4.4
54,10.8,34.2,0,0
72,10.9,15.4,0,0
50.7,9.6,16.8,19.1,1.4
64.4,12.4,21.9,0,0
63.7,11.4,23,0,0
37.7,9.8,29.8,18.2,1.8
54.1,31.4,5.8,5,0
61.1,21.7,15.6,0,0
45.4,11.7,9.9,26.5,5.5
39.7,10.6,23,21.2,2.6
45.3,12.6,15.4,19.4,4.2
38.2,12.4,23,17.4,5.9
32.6,8.1,33.4,21,3.6
64.4,22.2,11.2,0,0
44,10.1,9.4,28.6,7
53.7,9.8,14.2,17.2,2.9
53.2,11.7,2.7,23.7,8
56.7,11,29.4,0,0
45.5,8.1,23.5,19.4,1.2
63.1,11.8,22.1,0,0
21.3,5.6,50.9,17.6,1.4
52.4,9.3,17.2,16.2,1.7
48.3,16.4,2.3,21.7,10
33.7,35.1,2.4,20.5,6.9
38.7,47.6,7.8,4.9,0
69.3,13.4,7,0,0
30.2,39.4,5.4,18.1,3.7
56.5,23.5,1.4,12.7,4.8
21,28.5,0.5,23.1,18
54.9,8.6,13,15,3.4
55.8,16.5,12.4,8.8,2.5
36.2,17.6,31.9,9.7,0
42.5,32,2.9,13.5,7.6
88,4.6,7.4,0,0
29.7,37.7,20.5,7.3,0
23.9,51.7,2.1,13.3,5.8
31.4,25.7,7.3,28.2,6.3
28.4,20.3,9.5,25.7,7.2
47.6,43.1,5.7,0,0
50.5,21.9,15.3,7,0
63.2,14.5,22.4,0,0
36.1,38.6,15.7,6.5,0
43.9,27.3,4.1,15.7,7
65.6,24.9,7.6,0,0
40.2,30,14.7,13.3,0
70.7,9.2,13,0,0
45.1,20.8,8.1,22.4,0
83.2,7.8,5.1,0,0
58.5,15.3,4,19.4,0
31.1,39.6,2.3,18.2,7.6
25,30.4,4.5,32.8,5.6
31.2,37.9,2.1,20.4,7.3
31.4,39.3,17.4,8.5,0
52,9.9,36.1,0,0
55.9,8.7,33.2,0,0
27.3,32.1,16.6,22.2,0
20.6,54.9,2.8,10.2,8
17.8,59.9,4.7,13.9,0
56.9,16.3,26.8,0,0
48.3,36.1,13,0,0
45.6,18,36.4,0,0
48.4,33,8.6,6.7,0
51.2,18.6,30.2,0,0
47.5,19.1,18.6,8.7,0
76.7,8.8,11.1,0,0
60.1,11.1,26.8,0,0
39.8,18.8,7.2,30.8,0
60.5,28.7,5.8,0,0
51.8,11.7,12.9,14.9,4.9
27.5,34.2,22,13.7,0
69.5,12.7,17.8,0,0
33.4,48.6,2.1,9.1,2.9
41.4,18,8.4,24.1,7.1
36.3,11.1,17.8,17,8.1
38,19.5,5.3,19.5,6
51.7,37.8,4.6,3.2,0
31.4,25.9,17.5,21,0
35.8,7.7,22.5,23.9,6.4
64.2,16.6,19.2,0,0
31.2,10.4,32.7,16.3,6.9
45,41.3,7.1,4.4,0
31.5,38,2.5,20.1,6.4
46.9,19,4.2,26,0
23.9,34.6,0.3,17.1,12.8
42.8,30.2,15.3,7,0
47.2,24.7,16.5,6,0
54.8,17,28.2,0,0
73.4,13.4,5.5,0,0
45.5,16.2,15.2,16.8,4.2
58.9,18,13,0,0
45,24.2,18.6,8,0
52,19.3,28.7,0,0
19.3,39.8,23.8,12.1,0
38.8,14,43,2.5,0
31.7,34.7,4,19,8.6
36.7,28.8,2.2,24.2,5.7
39,39.5,6,11.2,0
0,0,0,0,0
36.9,49.6,11.3,0,0
47.1,27.7,2.6,13.6,6.7
64.3,29.2,4,0,0
35.3,39.1,12.2,11,0
62.5,21.6,4.5,8.9,0
42.3,43,3.7,8.9,0
70.6,10.6,17.8,0,0
55.9,13.3,10.5,14.7,3.4
50.2,38.4,5.3,3,0
20.5,60.2,17.2,0,0
83.2,7.5,6.2,0,0
26.6,28.5,1.4,17.9,18
51,15.8,4.6,20.4,7.2
52.1,12.1,9.4,24.3,0
54.5,12.1,13.7,14.6,3.4
27.1,25.5,1.2,21.8,9.3
31.3,45.5,2.2,10.9,4.9
50.9,28.3,11.8,6.4,0
54.4,33.6,4.6,4.9,0
31,51.7,1.9,8.2,4.3
31.3,7.3,27.1,28.1,3.1
0,0,0,0,0
75.6,9.2,6.2,0,0
63.4,29.2,4.5,0,0
29.7,48.1,2.2,13.1,4.7
17.8,59.5,2,11.8,7.3
51,18.9,5.8,21,0
47.2,32.5,9.5,8.2,0
84.2,6.2,9.5,0,0
46.8,23,3.3,16.4,9.5
41.4,28.1,2.7,20.9,5.7
32.1,21.3,40.6,3.5,0
39,9.6,27.1,18.6,3.4
63.4,16.9,11,0,0
34.9,37.8,1.6,17.8,6.6
69.6,11.5,17.1,0,0
45.8,13,19.1,17,3.3
38.3,40.6,6.5,11.8,0
25.9,29.2,4.7,31.1,7
61.6,7.4,12.7,13.4,2.2
43.4,26,4.1,16.9,8.5
22.6,9.4,37.7,20.8,2.8
50.3,38.4,5.2,3.8,0
30,46,1,13.4,5.6
32.5,12.5,32.5,15,1.3
55.9,9.7,15.2,14.4,2.5
57.1,31.2,4.8,3.7,0
81.7,9.5,4.7,0,0
52.5,28.9,9.9,6.3,0
37.8,36.9,18,6.6,0
81.2,5.7,4.4,0,0
68.6,16.2,15.1,0,0
29.9,40.6,19.9,7.6,0
45.4,40.8,11.5,0,0
49.8,12,16,16.1,2.9
58.4,22,10.4,0,0
72.2,17.7,10.1,0,0
44.1,32.2,12.3,8.2,0
51.5,33,0.5,8.8,4
36.3,37.8,2.1,16.5,4.8
46,35.9,8.6,6.3,0
66.1,24.4,6.7,0,0
49.2,28.9,9.7,10.6,0
42.6,41.8,7.9,5.4,0
50.6,41.1,4.1,1.7,0
43.5,16,37,2.1,0
57.5,28.7,11.2,0,0
55.1,22,3,13.2,5.2
40.7,28.3,4.1,19.7,7.2
45.7,41.9,4.8,5.2,0
51.2,14.3,9.5,17.9,3.6
40.4,16.7,5.9,26.4,7.2
46.8,16.4,13.4,14.4,5
82.3,4.4,4.4,0,0
45.3,36.5,8.6,6.2,0
45.3,39.3,7.3,5.5,0
61.3,19.6,10.5,0,0
57.4,18.3,21.3,0,0
56.6,17.2,1.7,17.6,4.4
78.4,5.9,5.1,0,0
54.8,13.5,10.9,10.4,7.8
32.2,39.9,15.1,9.1,0
32.9,18.6,45.7,1.8,0
44.1,25.8,2.5,13.8,11.3
48.1,22.5,4.4,19,4.9
30.1,27,6.1,20.9,7.2
50,23.3,4,12,7.6
40.4,31.2,2.1,17.9,6.7
65.2,18.7,7.3,0,0
76,10.8,9.3,0,0
40.5,40.5,14.3,0,0
46,20.1,3.2,14.7,12.9
33.9,33.3,2,21.7,7.2
43.8,27.1,2.3,15.4,10.2
48.2,34.2,8.6,5.4,0
62.1,30.9,4.6,0,0
53.5,22.9,9.7,13,0
46.2,40.8,6.7,3.7,0
50.1,32.9,10.7,3.7,0
46.6,15.2,32.8,2.9,0
74.1,13.6,11.1,0,0
43.6,27.4,11.7,0,0
57.5,19.2,7.4,0,0
46.4,16.7,8.3,22.8,0
0,0,0,0,0
36.1,42.7,10.7,7.5,0
37.4,28.8,3.3,21.2,7.3
42.8,14.8,16.2,17.3,5.3
36.8,8.3,29.6,19.5,3
48.6,19.3,2.3,17,9.5
78.9,6.8,10.3,0,0
62.6,15.2,20.1,0,0
39.7,17.2,20.7,19,3.4
30.2,9.3,37.2,15.1,3.5
70.5,9.4,17.5,0,0
50.1,9.9,16.6,18.4,2.4
53.7,28.2,6.5,9.7,0
37.1,39.2,14.4,7.1,0
64.8,16.5,10.4,0,0
75.3,10.6,7.2,0,0
81.8,6.1,8.3,0,0
73.8,9.1,16.3,0,0
32.8,28.1,1.2,19.8,10.3
52.6,8.8,17.7,16.1,2.4
47,7.2,24.1,9.6,7.2
56.7,10.6,13.4,15.3,1.7
22.8,38.7,0.4,13.5,14.5
80.2,7.2,4.6,0,0
38.5,33.5,2.6,17.6,5.8
44.7,37.8,3.7,11.4,0
40.3,22.2,3.3,22.1,6.6
44.9,21,5.2,25.4,0
55.6,18,2.9,15.6,6.5
21.8,25.3,2.5,26.9,7.4
34.4,52.7,6.5,4.1,0
46.2,32.3,12.9,6.1,0
57.4,20.5,13,0,0
60.2,23.3,16.5,0,0
52.7,22,3.2,13.9,7
35.7,42.4,2.4,10.9,4.7
46.2,39.2,10.5,0,0
54.7,13.2,30.3,0,0
21.1,3.3,47.8,17.8,3.3
72.8,7.9,6,0,0
41.7,44.9,5.6,3.8,0
28.2,32.4,3.2,24.4,10.2
32.1,31.4,2.9,24.4,6.5
50,36,7.9,4.1,0
41.5,11.6,7.2,32.7,5.8
42.7,10.7,43.2,2.2,0
40.2,46.2,10.7,0,0
61.8,27,9,0,0
57.2,11,30.3,0,0
0,0,0,0,0
51.8,13.9,32.6,0,0
45.6,11.9,5.3,28.1,7.7
59.8,32.1,6.1,0,0
29.3,37,2.8,22.9,6.8
34.5,21.5,2.9,17.2,12.4
66.3,19.8,11.1,0,0
76.6,14.3,9.1,0,0
24.3,47.6,3.1,13.2,6.1
41.5,9.4,22.7,20.6,3
78.5,7.3,6.2,0,0
51.9,24.8,12.8,8.2,0
76.8,9.8,4.8,0,0
21,47.9,6.5,20.8,0
26.2,28.7,1.8,18.6,7.7
38.1,22,5,28.5,5.6
51.6,11.4,15,16,3.6
29.7,42.5,1,21,4
74.7,10,3.1,0,0
48.3,15.1,32.9,1.9,0
47,40.3,5.6,4.8,0
33,39.2,1,18.6,8.2
42.3,24.2,19.5,10,0
63.3,11.1,22.2,0,0
79.8,8.2,4.8,0,0
52.9,36.3,7.8,0,0
41.4,15.8,6,30,5.7
43.1,25.9,24.9,0,0
48.3,19.4,2.5,23.2,6
33.1,17.1,9.3,33.5,5.6
41.5,13.7,24.1,14.5,3.4
32.9,7.9,29,22.6,2.8
70.5,10.8,16.8,0,0
50.9,13.8,33,0,0
55.4,7.6,19.6,13,3.3
0,0,0,0,0
25.6,27.8,5.5,35.2,4.4
50.4,17.7,3.5,19.6,6.8
52.8,37.3,4.4,3,0
55.3,34.5,6.4,0,0
42,32.3,12.6,11.6,0
51.1,34.1,7.1,4.9,0
50.7,15.2,4.1,21,8.1
39.6,33.8,3.1,12.3,10.3
59.3,12.7,24.6,0,0
57.3,18.7,3.2,17.4,0
49.2,18.5,4,21,6.1
48.7,28.6,14.3,4.9,0
56,37.5,4.2,0,0
53.2,28.5,9.2,4.6,0
70.4,11.2,18.4,0,0
26.3,21.3,47.6,2.7,0
39.4,27.6,4.4,17.8,9.4
75,9.9,7.9,0,0
36.3,6.5,22.6,23.4,7.3
76.2,13.2,3.5,0,0
64.3,14.6,18.3,0,0
67.9,14.1,18,0,0
54.2,9.2,15.2,16,2
57.2,13.5,3.9,14.8,7.9
52.9,32.2,7.3,5.8,0
45.9,19,5.6,20.4,7.3
32.1,51.1,14.4,0,0
33.4,13.3,6.4,35.5,10.1
32.7,49.7,1.9,11,2.8
81.3,8.4,3.7,0,0
46.8,40.5,6,4.4,0
21.9,51.2,3.2,15,6.6
51.6,20.7,2.9,12.8,9.3
37,33,3.1,19.1,5.6
58.7,17.7,2.3,11.3,7.1
46.7,37.7,7.7,5.8,0
55.6,34.8,6.6,0,0
57.2,9.1,12.4,15.1,2.8
45.5,40,7.2,4.7,0
42.8,42.3,6.9,5.3,0
27.4,8.5,33,19.8,7
77.9,9.9,5.2,0,0
46.9,35.1,10.4,5.6,0
38.9,42.2,5.6,10.2,0
40.6,19.2,7.2,22.5,8.3
70.5,12.6,7.1,0,0
44.2,41.2,7.1,4.7,0
57.5,8.7,13.3,14.6,3.9
43.7,9.7,21.9,20.4,2.2
51.5,2.9,32.4,8.8,2.9
54.7,13.2,15.1,13.2,1.9
23.7,44.4,1.9,13.2,4.3
33.8,39.3,2.2,12.8,4.7
36,49.1,2.6,8,0
38.7,43.4,1.4,8.6,4.9
70.2,13.5,7.6,0,0
50.8,12,34.4,0,0
28.8,40.8,2.4,12.8,12.8
34,45.2,1.5,11.7,3.5
54.3,12.8,13.1,15.3,2.9
53.2,17.7,29.1,0,0
73.4,6.6,7.2,9.5,1.4
58.7,32.4,4,3.4,0
44.1,21.2,3.7,19.2,8.4
12.3,78.6,9.1,0,0
66.3,15.6,10.2,0,0
50,5.7,19.3,17.9,4.3
48.4,28.5,13.5,5.5,0
47,39.4,3.9,6.5,0
76.2,8.1,5.8,0,0
36,23.4,36.7,2.1,0
23.4,20.3,10.3,27.9,6.7
44.6,36,15.7,0,0
20.2,11.4,15.9,46.9,3.8
36.8,28.5,4.3,21.7,7.5
55.1,31.7,5.8,4.9,0
63,13.8,22.1,0,0
36.9,12.4,4.1,35.8,9.6
26.7,10.2,28.5,24.3,5.8
51.1,10.6,36.1,0,0
31.9,25.3,0,15.1,15.7
64.9,18.4,6.7,0,0
62.4,24.4,10.8,0,0
48,38.6,6,4.8,0
38.2,14.7,29.4,11.8,2.9
79.3,7.7,5.2,0,0
82,7.2,7.4,0,0
42.4,23.9,4.8,19,7.7
76.7,8.5,8.5,0,0
34.3,19.8,8.4,28.8,7.1
34.6,22.5,6.6,28.6,6.7
71.5,15.3,13.3,0,0
29.5,50.3,2.6,8.5,3.6
64.8,14.8,11.1,9.3,0
41.3,30.5,2.8,15.8,8.3
28.4,53.4,2.6,8.7,5.1
50.8,32.4,5.2,6.7,0
56.7,10,12.7,14.2,4.4
24.5,1,44.1,18.6,6.9
36.1,35.6,16.3,9.3,0
68.1,16.4,6.9,0,0
41.6,36.6,19.2,0,0
35.5,16.2,11,28.8,7.3
45,29.1,9.9,14.2,0
41,25.3,3.9,23.2,5.3
44,39.9,6.9,6.3,0
39.37096398,10.9546595,14.21774956,11.06982739,1.983903917
36.3,21.8,6.3,26.3,8.1
41.5,9.7,26.5,12.9,4.4
61,10.3,9.5,12.9,2.6
62.9,15.8,21.3,0,0
44.1,8.2,24.7,18.2,1.5
27.6,41.8,4.5,18.7,3.9
60.8,11.2,26.1,0,0
26.7,45.3,3.1,15.4,7.5
30.6,37.2,2.4,22.6,6.1
80.9,7.5,3,0,0
75.2,11.3,4.1,0,0
50,16.6,16.1,9.1,0
81.9,7.5,3.5,0,0
39.1,15.9,40.5,2.6,0
0,0,0,0,0
34.8,34.9,14.7,12.7,0
46.1,37.1,8.8,5.4,0
51.3,11.4,15.3,17.3,2.8
58,12.2,25.7,0,0
36.7,8.3,31.7,11.7,3.3
59.2,14.6,7,10.8,3.8
32.9,8.5,31,18.3,4.2
30.1,47.2,2.4,10.1,6
44,11.9,15.5,16.7,4.8
56.2,34.7,6.1,0,0
26.4,50.5,2.3,8.9,4.7
49.5,41,6.7,0,0
47.4,27,2.8,12.3,7.9
48.6,28.2,9.3,12.5,0
46.6,11.5,18.8,16.3,5.8
55.6,18,2.6,17,5.7
49.1,34.3,8.1,6.4,0
35.9,29.8,4.1,20,8.3
33.5,6.8,35.5,17.7,3.3
49.1,14.7,13.7,15.2,3.5
35.7,7.1,33.5,17.7,2.7
33.3,7.1,31.7,19.8,6.3
42.3,42.6,4.6,7.3,0
42.6,40.2,1.9,8,3.4
31.7,28,1,12.1,9.1
74.6,8.7,12.5,0,0
39.2,28.1,19,8.9,0
0,0,0,0,0
41.3,34.1,1.3,16.3,4.7
55.6,15,29.3,0,0
59.8,13.3,26,0,0
52.2,10,16.9,15.9,2.6
78.1,9.9,12,0,0
35,20.8,5.9,30,7.2
30.6,33.1,3.2,27,4.6
49.7,34.2,8.2,5.3,0
44.8,38.9,8.3,4.9,0
61.4,19.2,11.1,0,0
37.8,14.5,43.3,0,0
63.8,8,11.6,12.8,1.7
39.5,16.7,21.1,13.2,5.3
14,66.7,19.3,0,0
36.4,23.2,4.5,16.1,8.6
48.1,40,5.2,4.1,0
39.6,45.1,1.5,6.8,2.8
76,9.6,10,0,0
79.7,9.4,6.8,0,0
78.4,7.7,10.5,0,0
61.3,9.2,25.1,0,0
33.3,49,1.8,7.9,3.4
78,9.3,8.2,0,0
71.8,15.1,4.9,0,0
14.8,71.8,13.4,0,0
71.4,9.2,16.1,0,0
75.5,8.3,11.6,0,0
68.3,7.9,20.3,0,0
0,0,0,0,0
61.1,22.4,5.9,0,0
31.9,43.3,3.7,14.6,3.3
29.9,49.2,2.4,9.7,4.9
73.5,16.9,9.6,0,0
78.1,8.3,5.5,0,0
56.9,12.3,7.7,15.4,0
71.6,13.4,7.5,0,0
35.3,16.5,42.9,2.8,0
52.3,11.4,14.7,16,2.9
33.9,34.8,20.8,7.3,0
44.7,21.7,19.2,7.7,0
18.7,69,12.4,0,0
74.9,8.3,12.7,0,0
64.5,10.9,19.7,0,0
45.2,26.8,10.7,0,0
67.9,8.3,18.9,0,0
64.5,14.2,12.7,0,0
46.4,21.7,5.7,22.9,0
47.3,13.8,11.1,24.4,0
47.9,18,34.1,0,0
61.9,18.6,11,0,0
68.5,7.1,9,11.7,1.6
42.1,35,19.7,0,0
62.2,18.7,10,0,0
53.9,30.9,11.9,0,0
47.8,20.9,31.3,0,0
23.3,51.8,2.3,12.5,7.2
42.8,28.8,3,14.2,9.6
54.6,22.5,23,0,0
47.4,19.4,21.7,7,0
44.4,31,13.5,7.2,0
57.4,28.7,7.1,2.4,0
53.5,21.9,24.6,0,0
74.3,13.6,10.4,0,0
50.1,12.6,32,3.2,0
46,7.5,22.4,19.9,1.7
72.2,9.5,17.8,0,0
62.9,9.8,23.1,0,0
48.2,38.5,7,3.1,0
48.9,31.6,9.1,6.4,0
42.7,28.9,3,16.9,5.5
25.3,24.6,4.5,26.2,5.5
45.2,33.5,10.6,7,0
65.1,29.2,3.4,0,0
30.4,35.4,16.1,16.4,0
49.6,39,5.7,3.6,0
52.5,34.9,6,4.4,0
48.1,22.5,3.4,17.9,5.9
50.3,20.2,2.6,18.1,7.6
62.4,20.3,10.5,0,0
45.8,21.7,4.1,18.7,8.2
27.5,44.8,2.6,13.7,5.6
39,35.4,2.7,13.8,6.1
32.3,30.5,5.4,24,5.3
53.6,10.7,12.8,18.4,2.4
41.6,19.3,7,28.8,0
53.8,18.8,2.6,17.6,5.6
31.5,37.9,2.1,20.4,6.7
53.6,17.4,29,0,0
33.4,14.8,45.2,3,0
48.8,20.4,3.1,16.8,9.3
34.5,37.4,2.4,18.3,6.4
38.2,31.9,2.3,16.3,9.1
46.8,21.1,3.9,19.3,6.7
23.8,64.2,12,0,0
52.4,26.2,12.8,0,0
72.5,10.1,16.2,0,0
31.4,48.4,2.2,8.4,4.6
40.2,13.6,20.7,17.9,4
53.2,36.3,4.1,3,0
57,27,7.9,6.9,0
51.1,9.1,37.7,0,0
40.3,8.9,21.4,26.2,1.5
35.9,8.6,28.9,16.4,2.3
41.9,24.4,3,19.5,7.9
81.2,8.6,6.1,0,0
45.9,45.3,6.7,0,0
25.1,59.7,12.5,0,0
