Vote_Data_Donald_Trump_Percent_of_Votes,Vote_Data_Ted_Cruz_Percent_of_Votes,Vote_Data_John_Kasich_Percent_of_Votes,Vote_Data_Marco_Rubio_Percent_of_Votes,Vote_Data_Ben_Carson_Percent_of_Votes
44.2,12,1.3,29.6,5.2
36.1,7.5,27.9,21.8,3.4
20.2,8.7,42.6,21.1,3.1
34.4,26.3,5,23,9.4
27.2,27.8,1.2,17.3,14.6
39.9,42.6,9.6,5.1,0
56.6,35.8,4.9,0,0
31.1,34.7,13.9,19.3,0
42.4,40.1,8.4,5.9,0
39.3,16.1,40.5,2.4,0
29.9,28.5,7.5,26.4,5.9
32.1,51.4,2,7.5,4
35.4,8.7,23,24.2,5.6
65.5,10.8,21.7,0,0
38.4,19.7,5.9,24.8,9.7
27.3,6.2,39.3,23.9,1.5
75.2,5.6,6.9,0,0
75,12.4,5.1,0,0
64.9,9.4,23.2,0,0
67.8,14.7,10.8,0,0
72.8,15.4,11.7,0,0
24.3,56,1.6,11.4,4.5
38.7,27.5,18.6,8.8,0
53.8,9.8,14.7,14.9,3
28.5,18.5,23.1,21.5,3.1
41.5,38.8,5.6,9.6,0
43,9,21.7,20.4,2.5
39.4,9.1,26.1,20,2.4
34.5,9.5,31,20.2,1.2
84.7,5.5,5.6,0,0
82.5,7.7,4.6,0,0
74.1,8.5,5.7,0,0
33.8,40.8,11,14,0
50.9,32.8,6.5,4.4,0
43.6,12.2,42.3,0,0
10.9,33.2,1,32,14.9
60.3,25.6,7.9,0,0
81.9,6.8,6.1,0,0
79.3,8.1,9.1,0,0
82.7,7.2,7.1,0,0
55.2,35.9,3.5,2.6,0
48,29.3,2.2,10.7,7.9
20.6,54.7,3.3,14.3,4.9
67.1,11,21.5,0,0
52,16.5,3.5,21,5.8
75.2,10.8,10,0,0
53.7,29.2,14.3,0,0
65.6,16,8.1,0,0
76.8,8.5,9.9,0,0
65.6,10.8,21.6,0,0
56.4,10.5,12.6,16,2.8
68.3,19.2,9.6,0,0
75.5,6,18.5,0,0
64,22.3,10.9,0,0
28.1,48.4,2.1,12.6,3.7
39.4,7.9,23.6,24.2,1.8
67.5,8.3,18,0,0
24,9.3,39.5,20.9,2.2
44.8,10.2,22,18,3.3
25.8,12.7,39.4,16.5,2.1
52.4,11.1,35.3,0,0
53.6,11.4,33.5,0,0
47.5,14.4,17.1,16.2,2
47,14.2,4.1,26.8,7
35.6,5.7,27.6,26.9,2
53.9,13.3,12.2,14.6,3.4
61.3,11,26.5,0,0
63.3,12.1,23.2,0,0
49.9,13.1,16.9,15.7,2.8
42.7,24.5,4.2,19.4,7.8
32.7,24.6,5.3,22.9,8.7
56.8,33.3,7.1,0,0
35.3,39.6,9.3,14.7,0
57,12.4,12.8,11.4,3
67.6,18.3,14.1,0,0
74.9,12.1,8.6,0,0
37.5,19.6,8,27.1,6.9
56.3,18.8,23,0,0
46.6,15,14.4,15.9,4.9
42.5,8.9,24.3,15.8,5.5
38.3,9.9,23.5,20.2,4.4
27.1,10.5,29.1,24.4,4.3
65.5,22.5,3,6.5,0
46.6,34.2,6.2,10.7,0
41.5,38.9,10.7,7.1,0
44.6,26.9,2.7,13.4,10.9
40.9,37,12.6,7.3,0
48.8,19.7,20.7,7.2,0
49.1,38.6,5.9,3.6,0
39.3,40.5,15.6,0,0
47.7,39.9,5.6,4.8,0
48.9,38.4,3.6,4.6,0
46.5,34.9,5.7,10.2,0
47.7,32.7,5,11.2,0
47.9,15.5,7.6,27.1,0
26.1,11.3,31,22,5.5
50.8,40.6,6.8,0,0
32.2,33.8,21.5,7.6,0
46.4,38.4,3.4,9.3,0
36.3,32.4,18.5,10.2,0
35.7,35.5,17.5,9.1,0
57.9,12.5,6.6,19.5,0
52,33.2,2.8,9.4,0
55.3,22.3,18.1,0,0
53.4,29.3,4.4,10.2,0
42.6,35.2,7.9,11.6,0
63,15.7,18.8,0,0
36,17.2,8.2,30.9,6.6
57.5,10.3,30.3,0,0
42.6,16.3,10.1,9.3,7
76.7,11,7.8,0,0
73.3,9.4,17.3,0,0
49.2,34.1,7.1,5.5,0
56.8,26.5,10.6,0,0
34,38.4,18.3,6.3,0
37.6,10.5,48.1,2.1,0
66.4,29,3.5,0,0
33.2,14.7,29.3,13.6,4.9
22.8,48,1.6,20.5,3.9
34.8,39.2,3.1,16.1,6.8
43.6,34.4,2.2,10.1,9.7
30.4,42.8,3.5,11.1,12.3
29.9,38.9,4.2,13.5,13.6
28.6,40.1,1.9,17.1,12.4
29.4,35.6,3.7,19.3,12
28.3,43,2.8,13.5,12.4
32.6,36.4,5.2,15.5,10.3
36.4,33.1,8.1,19.5,2.9
36.5,31.3,7.2,20,4.9
35.6,40.7,2.8,12.3,8.7
27,28.4,11.4,25.6,7.6
32.9,30.3,6,22.6,8.1
36.9,29.6,5.2,20,8.2
38.3,34.7,5.3,10.9,10.9
30.1,31.9,5.2,23.4,9.3
34.1,36.2,4.2,18.4,7
28.4,34.7,5.8,20.1,11
28.7,41.8,3.8,16.6,9.1
33.1,30,6.1,18.3,12.4
37.1,38.4,3.3,9.9,11.3
27.2,48.4,2.8,11.8,9.8
37.4,38,2.7,11.7,10.2
36.6,38.4,2.7,10.1,12.3
35.6,26.9,5.2,14.3,18
26,26.9,14.4,20.2,12.5
30.3,35.1,3.5,20.8,10.4
36.3,27.8,5.9,19.8,10.3
37.6,21.7,6.4,23.9,10.4
24.9,45.1,4.2,15.9,9.9
27.9,41.6,5,17.6,7.8
31.2,38.8,2,12.6,15.4
38.6,36.9,1.1,11,12.3
43.9,38.3,1.9,7.5,8.5
30.2,39.6,1.8,12.2,16.2
82.1,7.8,10.1,0,0
31.3,19,8.5,32.2,7.8
44.4,41,7.2,5.1,0
41.5,21.2,3.8,22.1,8.9
29.5,44.6,3,14.8,6.7
36.3,41,2.1,8.8,5.1
33.6,35.8,18.3,8.1,0
75.4,8.6,14.2,0,0
43.8,13.2,17.9,18.3,4.1
28.4,41.4,1.5,16.2,8.4
54.5,34.3,8.4,0,0
55,20.9,24.1,0,0
80.6,10.4,4.6,0,0
55.9,22.3,3.7,9.7,5.8
49.6,23,3.3,15.7,6.8
75.6,9.7,5.7,0,0
29.7,16.6,17.9,23.4,8.3
25,9.2,47.4,13.2,1.3
52,36.8,5.3,3.9,0
46,41.2,6.3,4,0
39.2,30.8,2.4,17,7.7
47.9,39.3,7.2,3.7,0
43.8,44.6,5.4,3.4,0
57.2,7.8,16.1,14.8,1.5
31.6,51.3,2.2,9.8,2.9
51.5,10.5,35,0,0
42.9,21.1,2.1,15.2,18.7
15.3,24.1,2.6,32.1,8.5
56.2,9.1,14.1,15.8,1.8
35.5,9.8,28,21.9,2.4
23.6,4.3,47.7,18.6,2.3
34.37602282,15.5328003,14.92963015,11.65193809,2.464113714
24.7,10.6,51.8,7.1,2.4
65.6,10.2,22.4,0,0
45.4,10.7,16.5,21.4,3.4
32.1,7.7,31.9,25.1,1.1
57.7,11.3,29.7,0,0
72.5,8.9,18.5,0,0
39.5,14.5,6.8,31.2,7.1
68.3,27.1,3.3,0,0
51.2,33.2,8.2,4.4,0
38.0952381,11.76252319,16.49969079,11.0698825,2.83240569
69,14.2,16.9,0,0
65.3,18.9,14.2,0,0
38.5,26.8,5.1,19.9,7.6
66.8,21.6,11.6,0,0
73,12.1,4.9,0,0
0,0,0,0,0
35.4,10,50.5,2.4,0
29.8,43.6,26.7,0,0
36.9,28.8,4.5,19.6,8.7
59.1,16,1.4,13.9,7.5
54,13.4,7.2,23.4,0
45.9,22.9,3.8,18.2,7.8
33.7,22.1,4.8,20,7.3
37.5,8.8,26.7,20.7,2
38.9,14.8,22.2,18.5,1.9
61.1,20.8,11.1,4.8,0
44.3,40.5,8,4.9,0
45.4,20.6,2,22.6,8.4
60.6,24.8,12.5,0,0
71.1,11.6,15,0,0
81.6,6.9,11.6,0,0
49.3,16.2,3.9,22.7,6.5
82.7,7.3,6.3,0,0
50.7,10.7,14.2,18.9,2.8
25.6,38.8,3.7,16.3,5.1
47.7,4.5,22.7,19.3,1.1
49.7,28.7,3.5,15,0
45.5,32.9,9.7,8.4,0
45.8,7.2,24.4,18,1.7
58.6,9.6,12.3,14.5,3.3
43.2,8.2,22.1,19,3.6
75.8,10,7.3,0,0
25.3,48.6,2.3,10.7,9.3
66.1,20.3,10.6,0,0
53.5,23.5,3.5,10.6,7.8
55.2,14.8,26.7,0,0
51.8,24.4,5.1,12.2,4.1
51,20,3.8,13.6,9.5
63.6,25.9,5.4,3.3,0
52.8,15,4.2,14.6,11.4
35.6,31.2,1.2,12.5,8.4
47.4,39.1,6.3,4.7,0
48.1,35.2,4.9,8.6,0
62.6,18.4,9.5,0,0
26.2,41.6,4.5,20.4,4.7
42.1,47.7,4.2,4.3,0
42.6,28.4,3.3,17.9,6.5
59.4,10.1,10.6,14.8,3
53.5,24.5,2.7,15.9,0
51.7,19.2,2.7,13.3,11.6
36.9,19.5,1.6,13.7,16.6
39.5,30.3,13.4,14.7,0
22.9,45.7,4,17.1,6.1
46.4,42,7,0,0
79.5,8,4.9,0,0
31.2,44.6,15.2,6.7,0
57.9,16.4,3.6,15.1,6
84.4,7.3,4.8,0,0
51.5,17.4,4.2,14.1,10.9
0,0,0,0,0
54.9,14.9,9.1,14,4
42.5,31.1,6.8,13.2,0
50.2,30.8,5.5,10.8,0
55.9,21.4,2.6,11.9,6.1
41.9,35.9,0.9,11.1,6
25.8,48.4,2,13.3,6.5
23.1,45.2,9.8,19,0
75.2,9,6.2,0,0
59.9,9.8,11.9,14.4,2
51,37.7,4.6,3.4,0
29.5,39.4,2.2,15.2,11.4
61.7,17.5,11.4,0,0
28.2,13.4,36.1,16.8,2.1
40,23.5,4.8,19.7,10.1
74.6,12.7,5.9,0,0
68.1,13,18,0,0
61,15.6,20.5,0,0
30.7,44.8,3.1,12.1,7.6
65.4,15.9,8.8,0,0
75,10.4,10.8,0,0
47.8,22.8,4,16.3,7.7
70.3,15.3,14.3,0,0
28.5,41.3,2.9,19.2,6.8
40.6,9.4,22.9,21.9,5.2
49.9,24,26.1,0,0
61.2,21.2,14.6,0,0
48.9,38.9,5.6,4.3,0
44.6,40.9,11.7,0,0
52.7,37.9,5.8,0,0
43,32,2.7,14.7,6.3
46.3,10.5,20.4,16.3,2.7
52.3,34.7,6.3,4.3,0
31.3,44.2,2.7,12.3,6.4
70.4,9.3,19.3,0,0
40.1,36,8.8,12.1,0
52.9,31.8,15.3,0,0
52.2,13.8,32.5,0,0
25.1,43.3,4,17.2,6.7
37.7,27.2,35,0,0
15.2,70.8,14.1,0,0
71.7,6.6,6.6,0,0
41.7,23.7,3.3,20,9.5
41,7.7,26,19.7,2.9
41.4,7.1,28.3,17.2,5.1
70.7,18.8,4,0,0
65.6,12.5,20.3,0,0
46,20,5.7,20.6,6.7
53.1,11,13.1,16.2,2.8
28.2,11.8,18.2,23.6,9.1
33.5,37.1,18.1,8,0
25.3,30.4,8.5,29.3,3.1
78.6,8.2,3.8,0,0
49.9,36.8,11,0,0
54.2,22.8,1.1,12,8.3
40.3,33,9.7,15.8,0
34.8,44.8,10.5,7.6,0
77.8,8,8.3,0,0
39.6,40.8,1.9,9.2,3.4
77.8,12.7,9.5,0,0
43.4,23.4,4.1,18.7,8.7
49,30.4,2.5,9.8,6.8
38.5,10.1,22.9,17.4,8.3
60.2,10,28.3,0,0
52.6,9.4,34.1,2.3,0
57.3,7.5,16.1,14.1,1
78.4,9.2,5.6,0,0
80.9,8.3,6.6,0,0
27.1,31.6,4.8,29.5,5.6
36.3,7.1,31.9,13.3,9.7
55.8,30.5,7.1,4.5,0
81.6,7.3,7,0,0
56.9,21.6,2.7,10.4,7.2
67.4,19.3,13.3,0,0
37.5,25,4.4,20.4,10.6
41.2,15.6,38.3,2.8,0
42.4,30.2,14.3,7.4,0
55.1,24.7,3.2,11.5,4.6
28.6,49,6.9,12.5,0
35.9,47.5,2.1,8.1,3.4
79,8.5,6.6,0,0
59.5,8.5,11.7,15.4,2.5
44.2,35.4,7.8,8.5,0
19.8,73.9,6.3,0,0
64.8,13.2,22,0,0
70.4,17.4,12.2,0,0
23.1,10.3,31.5,23.6,7.1
50.5,18.8,3.6,17.1,6.6
35.2,33.7,2.6,19.6,5.5
58.4,12.8,25.6,0,0
52.3,26.9,2.1,16.9,0
45.6,23.9,4.6,17.6,7
27.6,28.9,1,19.2,12.4
43.5,39.4,9.5,5.4,0
59.3,24.7,13.8,0,0
38.5,39.3,7.9,13.4,0
44.4,41.9,3.6,6.5,0
43.3,42.2,6.3,4.8,0
39.7,38.7,11.7,7.8,0
75.4,5.7,18.9,0,0
74.3,14,3.3,0,0
27.7,16.6,51.8,2.1,0
69,19.4,11.7,0,0
52.5,29.6,15.3,0,0
38.9,24.5,3.2,20.8,5.2
68.1,17,14.8,0,0
54,22,2.3,13.9,6.1
28.7,51.6,1.9,8.6,4.9
76.1,9.3,6.4,0,0
48.7,20.4,2.8,15.9,10.9
43.9,9.2,20.2,20.4,2.8
26.2,44.4,1.5,16.5,6.3
9.1,75.5,15.4,0,0
30.1,46,1.9,13.6,6
50.5,12.2,12.9,17.5,3.9
31.2,35.9,2.9,21.3,5.2
70.5,15.9,5.9,0,0
38.8,32.1,13.3,12.7,0
73.3,9.4,5.6,0,0
67.5,16.8,7.1,0,0
37.5,30,3.4,21.1,5.1
28.3,36.8,0.2,11.8,10.5
35.1,27.5,22.3,9.9,0
55,25.1,1.5,10,7.7
34.3,20.2,38,4,0
29.9,50.7,2,10.3,4.7
50.3,34.4,5.6,5.9,0
54.7,35,8.2,0,0
56,26.9,14.8,0,0
74.5,9.3,12.6,0,0
28,10.2,32.7,19.3,6.3
44.6,33.1,11.4,7,0
47.1,37.1,4.3,9.1,0
69.9,24.1,3.7,0,0
57,13,27.8,0,0
43.3,41.6,3.7,8.8,0
48.3,36.1,7.5,4.2,0
34.7,13,15.5,19.4,12.5
47.6,36.7,12.4,0,0
36.1,11.5,36.1,11.5,0
28,47,2.9,14.5,3.7
63.6,28.5,5.9,0,0
52.1,32.2,13.4,0,0
48.4,16.5,29.5,2.9,0
39.7,12,8.9,32.4,5.8
71.4,8,18.8,0,0
53.3,15.5,6.2,21.1,0
42.4,33.5,12.4,8.4,0
52,39.2,6,0,0
30.1,38.7,2.3,22,6
84,6.5,7.3,0,0
34.6,3.7,35.6,17.8,3.7
29.3,40.4,18,10.3,0
53.8,8.8,17,15.6,1.7
43.1,34.1,4.9,15.2,0
37.8,11.2,25.5,10.2,4.1
55.3,11,17.9,9.3,1.6
55.1,20.4,2.4,10.8,9
42.2,21.1,4.1,21.6,9.7
28.8,45.5,3,14,5
76.8,8.1,9.2,0,0
27.8,56.3,1.6,9,3.2
60.7,14.1,23.7,0,0
38.7,7.1,29.7,16.5,3.8
74.6,16.2,9.2,0,0
45.3,8.5,20.3,21.2,1.8
57.8,30.2,6.8,3.7,0
51.5,9.2,18.4,16.4,1.8
51.8,19.9,6.8,18.7,0
41.6,30.9,2.8,18.1,5.5
75.3,13.8,10.9,0,0
34.1,48.5,15.1,0,0
35.5,29.3,0.5,14.5,7.6
26.5,51.4,1.8,11.5,5.5
41.4,7.1,27.1,21.4,1.4
43.4,30.6,2.7,14.5,6.9
56.1,10,12.8,13.6,4.4
59.7,9.1,11.1,13.3,3.6
54.6,13.8,28.6,0,0
47.1,28.8,2.1,15.2,5.5
25.8,29.4,1.2,20.6,9.8
33.3,32.3,22.7,7.6,0
63.4,28,5.5,0,0
27.1,33.6,17.9,19.3,0
56.1,13.5,9.5,12.3,4.4
46,40.4,7,4.5,0
50.2,30.7,11,6.1,0
53.5,30.4,8.6,5.1,0
81.9,6.3,11.8,0,0
48.8,14.9,36.3,0,0
37.9,14.9,42.8,2.6,0
55.3,24.8,16.8,0,0
63.5,11.3,23.9,0,0
47.1,24.5,2.9,16.4,7.3
39.5,25.7,5.1,22.8,5.6
27.3,10.7,38.8,15.7,4.1
55.5,35.2,7.1,0,0
47.6,11,25.6,9.8,0
67.4,9.3,22.2,0,0
16.2,64.4,19.4,0,0
67.9,16.4,15.7,0,0
49.7,35.1,11.4,0,0
53.7,21.8,1.1,15.3,6.4
27.5,30.7,4.5,30.1,5.3
52.4,11.1,33,0,0
45.2,32.5,2.9,16,0
44.2,21.1,3.4,21.8,8
21.3,35.1,0.8,14.4,12.6
37,37.8,7,12.6,0
42.1,37.5,11.1,6.6,0
62.2,30.4,4.1,0,0
33.4,34.8,9.3,19.1,0
49.4,35.9,4.3,7.5,0
60.4,22.2,12.9,0,0
50.8,40.6,3.1,3.4,0
55.2,25.2,13.1,4.6,0
39.7,48.2,5.4,4.5,0
63.6,15.9,10.2,0,0
46.3,19.3,34.5,0,0
39.7,15.7,39.5,2.8,0
24.2,38.4,4.1,26.1,5.8
58.7,18.3,23.1,0,0
61.1,20.3,17.3,0,0
36.4,24.9,5.5,23.2,7.9
23.2,52.4,2.9,14,4.8
24.7,62.3,13,0,0
43.4,24.5,4.8,20.1,6.2
40.5,15.9,19,13.5,8.7
23.5,62.6,11.8,0,0
27.2,43.3,1.7,20.4,5.8
44.1,20.9,4.7,24.6,5.1
27.5,23.1,34.1,11.1,0
31.8,37.2,14.6,12.7,0
72.1,11.7,13.5,0,0
25.8,6.9,39.8,23,2.8
62.2,11.9,23.9,0,0
25.4,9.9,26,28.2,7.7
69.5,11.4,17.8,0,0
49.3,9.4,18.5,18.5,2.1
22.1,61,15,0,0
42.9,47.1,7.4,0,0
45.1,45.1,7,0,0
28.6,6.7,34.8,25.5,1.5
45.7,26.1,3.7,15,7.5
27.2,40.8,1.7,13.6,8.6
49.7,31,10.1,4.6,0
59.3,28.5,9.9,0,0
48.1,26.1,13.8,10,0
40.5,18.3,27.7,8.4,0
54.2,34.5,5.3,3.2,0
51.8,39,3.6,2.9,0
42.5,42.2,6.4,6.2,0
56.5,19.5,11.9,0,0
55.2,20,24.8,0,0
30.4,16.8,49.2,1.8,0
68.4,19.9,10.2,0,0
52.8,24.2,2.3,11.9,7.2
20.2,67.5,12.3,0,0
77.3,10.9,4.5,0,0
32.2,20.5,8.1,28.9,8.6
41.2,28.3,3.3,16.2,8.9
44.2,11.1,24.4,12.1,3.6
34.9,28.2,1.5,28.4,2.6
16.1,67.1,16.8,0,0
51.8,23,3.8,12.5,6.5
27.3,27.2,1.8,18,7.5
30.6,49.4,7.7,11.9,0
39.5,45.9,4,7.2,0
58.8,10.6,10.1,14.3,3.7
37.8,51.3,4.9,3.8,0
50.1,37.2,5.4,4.2,0
70.7,16.3,5,0,0
84.9,6,3.6,0,0
0,0,0,0,0
27.3,5.2,36.8,26.8,1.3
52.1,6.6,22.6,12.5,3.1
39.1,53.9,4.9,0,0
49.7,8.6,21.5,14.1,1.8
34.1,11.4,27.3,22.7,0
29.1,7.6,31.5,26.8,1.9
45,37.4,3.5,10.5,0
46,12.5,19,16.9,2.6
57.9,8.9,12.9,15.1,2.6
53.5,14.5,13.8,13.8,3.5
40,43.1,3.5,8.2,0
41.8,35.4,6.9,12.8,0
68.3,11.7,19.1,0,0
42.7,10.2,45.1,0,0
71.1,11.6,15.2,0,0
45.6,9.8,21.5,18.8,2.3
44.6,8.6,25.2,12.9,5.4
49.6,11.3,18.9,15.2,3.4
43.6,5.3,14.9,25.5,7.4
45.9,11.9,22.5,13.8,4.1
73,9.1,16.7,0,0
26.7,8.9,40.4,17.8,4.1
35.4,9,26.4,23.3,2.4
65.6,8.4,24.4,0,0
56.2,11.4,32.4,0,0
61.7,10,27,0,0
48.8,11.9,18.2,15,3.4
40.4,8.3,24.1,22.8,2.1
26.6,14.7,30.6,21,4.4
49.6,12.8,20,12,2.8
49.1,10.7,15.4,18.6,4.4
40.3,8.4,23.9,19,2.2
62.1,20.2,16.4,0,0
48.8,13.2,8.3,21.6,7.2
46.5,9.6,42.3,0,0
31.2,5.2,35.4,25.5,0.9
25,7.4,47.1,13.2,7.4
44.3,6.9,46.2,0,0
55.9,10.4,13.2,15.6,2.7
39.8,8,26.8,22.1,1.2
59,11,28.2,0,0
76.9,10.3,5.6,0,0
44.3,26.1,18.2,6.8,0
15.4,8.8,47.3,23.1,5.5
56.9,9.1,13.7,15.2,2.2
28.9,47.7,2.3,12.1,3.2
75.5,13.5,7,0,0
51.6,10,22.6,11.1,1.6
74.8,6.9,5.3,0,0
50.1,20.5,2.7,14.2,10.8
72.9,18.6,8.6,0,0
31.8,47.2,2.7,8.5,6.1
21.3,14.6,29.2,24.7,6.7
39.5,26.9,3.9,22.5,6
31.6,34.1,2.3,22.3,7.6
45.3,25.2,3.9,17.5,7
51,28.6,10.2,6.2,0
57.2,32.9,7.4,0,0
51.1,25.4,2.3,12.1,7.5
35.6,34.8,19.5,6.7,0
46.6,18,4.4,21,8.9
39.4,6.1,22,17.4,9.1
44.3,46,6.9,0,0
47.3,25.4,10.5,14,0
61.4,9.1,9.7,14.3,2.5
71,12.5,9.8,0,0
76,8.2,6.9,0,0
26.6,44.5,3.2,16.9,5.9
65,17,15.1,0,0
30.7,38.9,3.3,14,7.2
43.9,12.2,19.8,19.6,3.1
54.4,21.6,2.3,12.1,8.3
55.2,26.8,1.6,9.5,5.4
48.6,22,3.2,18.5,6.3
46.6,37.4,8.2,5.1,0
47.6,25.9,2.6,12.9,9
54.6,33.7,4.5,3.3,0
46.4,25.7,17.9,8.2,0
35.9,36.2,1.8,19.9,2.4
32.7,15.3,45.9,2.7,0
45.2,7.3,24.2,19.2,1.8
43.3,21,2.8,19,5.5
21.7,9.6,22.3,40.8,4.3
45.4,36.9,9.6,6.2,0
27.4,25.3,7.9,31.4,6.6
25.7,35.5,5.7,21.9,4.1
28.4,11.5,23.8,27,3.7
35.9,9.4,25.4,16.3,5.5
57.8,14.6,25.3,0,0
23.7,8.7,37.9,24.1,3.5
58.4,9.9,13,14.8,1.8
39.3,10.7,29.9,13.6,2.3
41,44.1,7.3,5.4,0
38.8,29.1,4.6,18.4,7.5
28.5,51.1,1.9,12,3.7
45.4,8.7,44.1,0,0
56.5,13.3,8.5,11.4,6.9
64.2,12.9,20,0,0
39.2,6.4,28.3,22.8,0.7
32,17.5,10.8,31,7.3
58.8,14.6,22.9,0,0
61.2,11.7,24.1,0,0
51.5,14.2,32.5,0,0
50,10,15.6,15.6,4.4
36.1,11.1,22.2,21.5,3.8
34.5,7.1,27.4,22.1,2.7
32.7,38.5,0.7,13.6,5.9
42.9,38.6,3.6,10.4,0
18.6,30.3,0.3,20.7,14.7
35.2,40.5,15.4,6.5,0
38.8,46.9,11.5,0,0
26.2,24,2.9,19.9,14.5
33.8,11,28.2,22,3.6
56.1,18,2.7,11.9,9
45.9,37.4,9.2,4.8,0
63.7,8,13.5,12.6,0.1
75,10.3,7.8,0,0
31.4,49.7,1.7,10.3,4.4
56.7,14.1,2.9,17.3,7.9
58.9,9.7,12.2,14.5,2.2
73.8,11,13.7,0,0
38.2,11.2,20.2,19.1,7.9
40.6,38.5,8.3,9.4,0
30.5,16.4,48.5,2.8,0
31,48.2,2.5,11.5,4.1
43.2,45,9.2,0,0
72.3,9.8,10.1,0,0
54.4,8.8,35.5,0,0
58.5,12.1,27.8,0,0
31.7,27,0.9,21.1,7.8
28.1,18.8,23.4,20.3,4.7
26.5,48.2,15.6,7.4,0
30,28.1,20.5,19.5,0
44.2,28.9,1.7,15.6,6.8
30.5,36.1,2.5,22.8,6.5
55.1,15.7,27.7,0,0
26.9,5.7,38.6,19.8,2.4
34,37.6,2.8,17.9,6.3
74.9,10.5,13,0,0
49,12.8,14.5,17.4,3.2
72.6,11,14.2,0,0
22.2,6.9,37.5,20.8,1.4
55.2,24.3,2.7,9.5,6.4
30.1,30.7,1.3,14.7,6.7
47.1,36.6,7.6,6.1,0
38.8,21.7,26.4,5.4,5.4
46.5,9.7,18.4,20.8,2.3
23,33.8,1.1,22.1,10.3
46.2,44.5,4.3,3,0
37.5,17,41.3,2.4,0
65.3,17.4,17.2,0,0
66.5,20,11.2,0,0
87.8,5.6,1.7,0,0
53.7,15.3,4.2,18.5,7.4
44.3,41,8.2,3.6,0
82.6,7.6,5.9,0,0
54.5,32.4,6.1,3.7,0
61,22.3,16.7,0,0
40.7,39.9,9.8,5.7,0
63.6,18.3,18.1,0,0
52.6,9.9,16.6,14.9,3
52.6,15,32.4,0,0
47.6,29.5,9.1,0,0
54.8,30.5,7.5,5.5,0
37.6,32.4,1.9,20.5,5.6
71.2,10.2,7.7,0,0
25.7,43.9,1.5,14.3,7.7
72.3,7.9,15.4,0,0
59.9,21,10.3,0,0
58.9,24,14.6,0,0
31.7,24.2,6.9,21.3,10.4
33.2,14.2,9.8,35.4,6.2
29.8,46.3,2.9,12.3,5
82.8,8.2,5.1,0,0
49.5,28.8,5.9,0,0
39.5,37.2,0,12.8,4.7
0,0,0,0,0
68.7,21.7,9.6,0,0
